a_1 a_2 redshift cos_tilt_1 cos_theta_12 mass_1_source mass_ratio dec ra psi phi_1 phi_12 phase incl phi_2 mass_1 mass_2 luminosity_distance tilt_1 tilt_2 cos_tilt_2 theta_jn phi_jl
0.16679908768240523 0.04350455499778987 1.423850168767139 0.551794613504892 -0.8915012852174939 11.010231742794463 0.5833385632735475 1.2123583455819034 4.525254871860997 0.13820584071094855 2.5897762315099144 1.8228940384675654 2.828305532652745 2.683728466275016 5.9550990141860405 26.687152067937667 15.567644945173441 10501.791459719576 0.9862817507067618 -0.21987445498238295 0.9759248392815788 2.6837284663155585 -0.0
0.45002946658918064 0.025844080772084776 1.2057262448015604 0.07317977120515981 -0.5113699000341333 7.347905941291142 0.5364380808719287 -0.3592757450052228 4.236943780340533 2.9286821328896697 5.860918520414635 0.08072296449206122 4.166158956524626 5.667405645087832 0.6325732327398562 16.207468979039188 8.6943035549071 8554.878762927585 1.4975510813342754 0.713484126574317 0.7560862062965885 0.6157796619652968 0.0
0.05904595938670947 0.0370419700850015 0.8247665727283092 0.14877218147942953 -0.8724804678156272 6.566840836960702 0.946516092868511 -0.8816254198206626 1.1685307674741947 1.6732956771728107 4.643139334555984 0.5348688050368426 5.410683124073021 4.8470570023205966 0.45525855883952504 11.982951647713081 11.342056574625673 5358.388029355002 1.421469806398707 -0.40428247459131234 0.9193848790170058 1.436128304850794 3.141592653589793
0.07636426226019438 0.08988181061604994 2.1762191200669077 0.6573944899136536 0.5933541016624936 35.76976348726509 0.8998692569773842 -0.02544170701231051 0.3148495898163248 0.9292019867488399 6.06706739946531 1.4329058218895823 2.808840120773819 5.732260581624146 2.117591426049649 113.61260670852252 102.23649198206193 17662.391720411233 0.8534404664481544 0.3426664072779975 0.9418621028098914 0.5509247255563055 0.0
0.09113620608509848 0.02908580670208329 0.81396908933393 0.9444423127525838 0.9634316614321706 24.009599333434295 0.8717640445678335 -0.8750158048736344 4.173307246089706 0.2834855157132391 4.970727489434898 0.6722402627753381 3.6731693985895397 3.85560755674932 2.6113117851868632 43.55267103814234 37.96765265594331 5272.422784510715 0.3349026441693465 0.8744850498716618 0.6413920197831071 2.4275777504345255 0.0
0.03140031359979176 0.13107145882208243 1.1491226053620633 0.5107520544233545 -0.21863390116140524 22.557934046177625 0.636812426972771 -0.09838648339275023 5.559557168153912 2.8944763074177904 1.4317862902481542 0.7548983099071586 5.733906672458893 0.7200328830067833 5.468546704636841 48.47976598890685 30.872517438467767 8062.075198952942 1.0347370050943285 0.5422987637979481 0.8565245389994647 0.7200328830084569 0.0
0.12447734445696593 0.22335012968750528 0.9551113856750651 0.33447558422261103 0.6753313592105463 15.167547601938464 0.531042044511929 0.24829596624110353 0.2607773982744428 2.8031482031017885 2.976050115432656 6.157101790916422 0.22358845883338194 5.763543905847366 3.1745326686954214 29.654245009318423 15.747650898206123 6418.095913019422 1.2297476174304565 -0.46861399717110425 0.8921951333141466 0.5196414013323866 -0.0
0.00969902260579471 0.3037325223032227 0.3138005897599424 0.2883470823409782 0.9867255818700543 9.434614444154638 0.24562881842467268 -1.1349550760652114 4.425302134203521 0.3417247608111876 3.624554125154964 0.8305093519788028 3.443747139726833 2.592264201003096 3.1974697089618975 12.395202020888034 3.0446188265258427 1686.6630709114243 1.2782961767801417 0.13831773644395534 0.9904493432375888 2.592264200993714 3.141592653589793
0.28957582904554674 0.2731678913221181 0.6763068392376856 0.5492938801166731 -0.3985874603310323 29.562819991455658 0.8557728258350181 -1.0572342980133134 0.19455596426148924 3.066607133771701 4.100601930932903 5.5681882160033815 1.9564369625326823 1.9332120925137184 1.1714655677791126 49.5563573388297 42.40898395794023 4203.532938575115 0.9892773396084702 -0.1399838007851901 0.9902182565716029 1.933212092524507 0.0
0.08224122660196127 0.10201069008963536 1.873676276588192 0.2305905854145377 0.9961291035829959 31.56473349402507 0.38354760194025167 -1.109706490035533 0.5769679842271117 1.9736704816053972 5.575814729590384 3.691970298756061 5.7992516019345555 3.279887441774194 3.227111790583464 90.70682581860855 34.79038552233941 14713.172322657205 1.3381117455602118 0.20335713139120443 0.9793940972149002 3.0032978653761835 3.141592653589793
0.2405870609802618 0.008235797686374157 2.2335299904577135 0.7539130246962883 0.8667688879199426 35.02697239200858 0.34395826377266736 0.8817697889110165 6.280333850922145 1.441396634185647 0.11515479264513563 6.043332637814979 3.4016008317853363 4.137940576245137 3.815843416588271 113.2607657044941 38.956976325280664 18229.876116076237 0.7167982991004925 0.9606776652572122 0.5729647167612631 2.145244730910512 0.0
0.24239977552656208 0.2095720962674233 2.052820422090999 0.9539002836173837 0.7721180497986367 15.388914933805282 0.9508004176123385 0.20417278595219662 1.7163146458865086 3.07569077049018 5.178971053123956 2.487084622815721 6.116068868348454 0.8178062011779561 3.482919845951757 46.97959378374192 44.668217388839835 16449.69269355718 0.3048223532691904 0.564763866286498 0.8447150066003178 0.817806201193449 0.0
0.18364765933165195 0.1780590660056166 1.689157476835471 0.6374399610519584 -0.2644912743650281 9.588053828433544 0.8518325079797242 -0.24700484693895983 4.665880149273452 3.1124358294745704 2.918781016138002 5.3542841108230075 4.194262873313503 0.8172910294061673 1.9699859344348334 25.78378664103303 21.963467639645273 12957.617982783137 0.8796252146914391 -0.7339961921376922 0.7425035202029611 0.8172910293778642 3.141592653589793
0.17716918817718266 0.6097919106009799 1.326915908384972 0.9339595573908847 0.2746353984202122 10.42380938816722 0.6993691501900964 0.04572902052531555 2.0056743587279624 1.925303443817958 1.8929675581920284 0.8747454154537561 0.5910095753131814 3.678863936008353 5.140227758880947 24.255327891298926 16.963428054919873 9627.697832325208 0.36545974333630366 0.43686653142628556 0.9060818872588007 2.6043213711625555 3.141592653589793
0.298162029860087 0.11669104226350577 0.4100304659045138 0.8908396420253367 -0.00227092796910825 7.0855265547132324 0.6212076507563528 -0.0752818866730404 1.248927139863384 1.3001244590542516 0.9440320239379766 3.7185522031996583 4.839422423541862 5.045603485958088 2.7336811652662902 9.990808309121103 6.206366558866169 2305.2471072576172 0.47160635509526305 -0.42607406093836253 0.9105953499032018 1.2375818211812686 3.141592653589793
0.026643180537375164 0.11055513923260908 0.787777092686789 0.5642033672913291 0.24816260382363053 7.822687067717797 0.7053643518575625 -0.2860329945943948 4.819553195815186 2.537438733059258 3.779117519930303 5.244881615528061 5.832982175306702 6.229507649189435 1.7228162233845312 13.985220742923065 9.864676164916867 5065.123102154094 0.9713282634178078 0.22386549208814752 0.9750465956149905 0.053677657992999145 0.0
0.11662846755169784 0.4041211911486642 0.16377671170893698 0.7293119901851903 0.8615214105811602 7.892622416628444 0.37489018309447397 1.431600093458148 0.5209256802099421 1.6237431868626884 4.072857986958696 3.759822460820087 0.7004182271657332 4.094056364454597 3.724485130823254 9.185250162784095 3.4434601152946764 810.6602944383084 0.7534805116680888 0.9588100179528546 0.5744944030333146 2.189128942615864 3.141592653589793
0.2820163151941997 0.02652584644616312 2.1888226723820856 0.9190986878849666 -0.5516087547126414 6.06861710916468 0.99958340613852 0.16501003424943408 3.7215386284211696 0.9489618628202579 0.3782993708925919 0.6656864423735908 4.5118980582385895 5.4867957848906395 0.2432899090254164 19.351743827710163 19.343682010022604 17786.964627457888 0.40500941386668704 -0.19180249793104653 0.981662222269297 0.7963895222654161 3.141592653589793
0.3505765511649661 0.16738216032807215 1.627693003503897 0.747858327715847 -0.15444911682508175 12.250656261586204 0.9640450314562833 -0.4926673746240911 1.3967492549112148 2.444253902172499 5.4183711532829815 0.13807303515758992 4.86593844355561 6.262901853931267 1.0301918353532677 32.190963746901275 31.033538657989514 12381.047151849336 0.7259662354101832 0.2372792442469298 0.9719811096742705 0.02028345321056978 0.0
0.07276933257057501 0.08787329678172982 2.089477401618804 0.42127059151517376 -0.4245888072769087 28.520047061327002 0.6246384416571217 -1.0449989788656122 2.2317953706793547 2.292586130876903 0.7346385986805869 0.13350266787353052 0.3707812973427021 0.7717158983100538 5.651356202756135 88.11204088907455 55.038167912180114 16808.592113496783 1.135950488734213 0.4983110778572067 0.8783910222799929 0.7717158982972578 0.0
